,Unnamed: 0,title,Date,comment
54,0,,"BLOXFriday, May 30th 2014",Microsoft buys iOS/Android keyboard developer SwiftKey for reported $250M
55,0,,"MSFTWednesday, April 29th 2015","Microsoft outlines plans for Nokia unit, skepticism abounds"
56,0,,"MSFTSaturday, October 12th 2013",Microsoft senior manager charged with insider trading
57,0,,"UBER, MSFTMonday, June 29th 2015",Cisco fails in challenge to Microsoft-Skype deal
58,0,,"MSFTWednesday, July 23rd 2014","Wells Fargo upgrades Microsoft, sees bad news priced in"
59,0,,"DRIV-OLDMonday, December 8th 2014",Digital River +43.6%; Microsoft deal extended
60,0,,"MSFTFriday, January 9th 2015","Bloomberg: Microsoft exiting display ads, 1,200 jobs affected (updated)"
0,0,,"MSFTThursday, October 1st 2020",Datadog price target lifted on Microsoft partnership tailwind
1,0,,"MSFTTuesday, June 2nd 2015","Microsoft selling Nook stake to B&N, terminating agreement"
2,0,,"FFriday, October 18th 2013","Microsoft guides conservatively, details product sales; shares +4.1%"
3,0,,"MSFT, AMDTuesday, June 30th 2015",Apple on pace for biggest one-day drop in market cap in history at $150B
4,0,,"QQQ, IVV, SPY, VOO, RWL-OLD, SFLA, SSO, UPRO...Friday, October 25th 2013","Intel -3.1%, HP -3.5% as Microsoft tumbles"
5,0,,"MSFTFriday, December 12th 2014",Report: Microsoft thinking of allowing Android apps on Windows/WP
6,0,,"MSFTMonday, November 21st 2016",China prefers TikTok shutdown to forced sale - Reuters
7,0,,"MSFTTuesday, October 21st 2014",eBay founder steps down from board with Elliott partner
8,0,,"CRMFriday, October 14th 2016",Pandora gains on Microsoft acquisition rumor. Albert Fried skeptical.
9,0,,"MSFTWednesday, August 26th 2015","Microsoft creates company CTO role, appoints LinkedIn infrastructure SVP Kevin Scott"
10,0,,"MSFTThursday, October 24th 2013",Microsoft to unveil new version of Windows; cools Chinese antitrust investigation
11,0,,"ORCL, MSFTTuesday, October 22nd 2013",Microsoft ups Windows mobile reach; Nokia launches Android phones
12,0,,"MSFT, QCOMMonday, February 10th 2014",Microsoft reportedly looking to bring back Windows Start menu
13,0,,"MSFT, INTC, ADBETuesday, May 20th 2014","AllThingsD: Mulally still top Microsoft CEO candidate, would act as ""caretaker"""
14,0,,"MSFTSaturday, January 4th 2014",Arista tumbles after Jefferies argues Facebook/Microsoft could migrate to white-box gear
15,0,,"INTC, GOOG, MSFT, ARMHSaturday, January 4th 2014","Walmart first sought to be majority TikTok owner, with Alphabet/SoftBank - CNBC"
16,0,,"MSFT, EQIXTuesday, October 8th 2013",SoftBank said to be considering bid for TikTok in India - report
17,0,,"MSFT, FITTuesday, October 6th 2015","Microsoft reveals March 30 ship date for HoloLens kit, along with hardware specs"
18,0,,"MSFT, BB, BIDU, MU, SPLK, AMBA, MRVL, QLIKFriday, January 10th 2014",Console battle heats up as Microsoft Xbox One goes on sale
19,0,,"MSFTTuesday, September 17th 2013",Microsoft rallies above $54 after FQ2 beat; Windows division's sales decline narrows
20,0,,"MSFTThursday, September 10th 2015",VMware names former Microsoft exec its new CIO
21,0,,"GOOG, HIMX, MSFTFriday, September 20th 2013","Nokia loses India tax appeal, considers next move in Microsoft deal"
22,0,,"MSFTFriday, July 12th 2013",Xbox Series X coming in November; 'Halo Infinite' delayed
23,0,,"MSFTTuesday, March 19th 2013",TikTok deal tangles on whether algorithms can be sold - WSJ
24,0,,"HPQ, MSFT, VMWMonday, July 14th 2014","Google roundup: Apps/Microsoft, brand ads, U.K. tax, kids site,"
25,0,,"SNOWSaturday, September 12th 2020",Unity Software going public this week as rival Epic battles Apple
26,0,,"MSFT, AAPLWednesday, June 20th 2012",Microsoft to cut 6k+ jobs; complies with E.U. privacy ruling
27,0,,"BDNCE, MSFT, ORCL, WMT, SFTBYThursday, August 27th 2020",Oracle submitting $20B cash/stock deal for TikTok - report
28,0,,"MSFT, GOOGSaturday, July 13th 2013",More from Microsoft BUILD: 1) Microsoft is trying hard to use Windows 8.1 to strengthen Bing's...
29,0,,"AMZN, RXT, APOMonday, August 17th 2020","SoftBank discloses Amazon, Nvidia stakes"
30,0,,"COM, CL1:COMMonday, August 3rd 2020","Microsoft roundup: Xbox One reviews, Lumia 1520 reviews, Instagram WP app"
31,0,,"XLC, FB, GOOG, BDNCE, NVDA, INTC, AMDTuesday, September 1st 2020",Johnson & Johnson draws cheap pricing in $7.5B bond offering for Momenta purchase
32,0,,"CL1:COMWednesday, July 22nd 2020",Microsoft's Office 365/Azure sales jump; Windows OEM sales up 4%
33,0,,"XAUUSD:CURThursday, July 23rd 2020",Trump orders ByteDance to sell U.S. part of TikTok in 90 days
34,0,,"AAPL, MSFTWednesday, August 19th 2020",Tech keeps climbing as more benefit from megacap mania: At the Open
35,0,,"Wednesday, July 22nd 2020",Microsoft (NASDAQ:MSFT) shareholders are growing increasingly frustrated with the company's...
36,0,,"Monday, August 10th 2020","Trump says he'll ban TikTok from U.S., doesn't favor U.S. company buy-in"
37,0,,"AAPLWednesday, July 22nd 2020","Verizon, Airtel team up on India BlueJeans offering"
38,0,,"MSFTFriday, April 26th 2013",HSBC taps AWS as long-term cloud partner
39,0,,"WORKFriday, July 17th 2020",Apple opens Beijing megastore amid U.S. criticism
40,0,,"MSFT, AMDWednesday, May 29th 2013",Some more Microsoft (NASDAQ:MSFT) news: 1) The company is expanding Surface's distribution to...
41,0,,"NVDAFriday, July 10th 2020","Benedict Evans sums up the Ballmer era at Microsoft (NASDAQ:MSFT): As late as 2009, more than..."
42,0,,"MSFT, AXP, HSBC, JPM, RY, WFCThursday, June 6th 2013",Microsoft (NASDAQ:MSFT) and Sony (NYSE:SNE) are set to provide more details today about their...
43,0,,"CL1:COMMonday, July 20th 2020",Microsoft (NASDAQ:MSFT) and Motorola Mobility (NASDAQ:GOOG) remain at odds over licensing terms...
44,0,,"MSFTFriday, November 2nd 2012","Thus far, Android is proving much more profitable for Microsoft (NASDAQ:MSFT) than Windows..."
45,0,,"SNE, ATVITuesday, May 21st 2013",Facebook (NASDAQ:FB) is talking with Apple (NASDAQ:AAPL) and Microsoft (NASDAQ:MSFT) about...
46,0,,"MSFTFriday, September 21st 2012","A vague Digitimes report claims Microsoft (NASDAQ:MSFT) ""will no longer..."
47,0,,"MSFTThursday, May 17th 2012",Microsoft (NASDAQ:MSFT) has named 40 Xbox games that will be available for Windows 8. Among them...
48,0,,"MSFTMonday, December 24th 2012",Microsoft (NASDAQ:MSFT) continues to grow its retail footprint: the company says it will open 6...
49,0,,"NVDA, GOOG, MSFT, QCOMTuesday, June 19th 2012","Microsoft (NASDAQ:MSFT) has reportedly beat out Apple and Google to acquire R2 Studios, a home..."
50,0,,"GS, SPYTuesday, July 7th 2020","With Motorola Mobility now under Google's (NASDAQ:GOOG) control, Microsoft (NASDAQ:MSFT) is..."
51,0,,"MSFT, NTDOYTuesday, November 27th 2012",Channelnomics thinks Microsoft's (NASDAQ:MSFT) claim it has sold 40M Windows 8 licenses could be...
52,0,,"MSFT, GOOGMonday, May 7th 2012",Are all-time low rates the key to keeping megacap momentum going?
53,0,,"MSFTThursday, March 19th 2009",More on Nokia: 1) Stephen Elop suggests he wouldn't object to a Microsoft (NASDAQ:MSFT)...
0,0,,"MSFTThursday, October 1st 2020",Datadog price target lifted on Microsoft partnership tailwind
1,0,,"MSFTFriday, August 3rd 2012",Why is Cisco (NASDAQ:CSCO) so concerned about Microsoft's (NASDAQ:MSFT) acquisition of Skype?
2,0,,"MSFTWednesday, July 18th 2012","More on Microsoft: Ahead of today's FQ4 report, Goldman suggests Street estimates might be..."
3,0,,"XSPA, MSFTThursday, May 30th 2013","Microsoft (NASDAQ:MSFT) Office 365 cloud suite, launched last year to much fanfare, receives an..."
4,0,,"AAPLTuesday, June 19th 2012","Though analysts are impressed with Microsoft Surface (MSFT +3.7%), few see it as a huge threat..."
5,0,,"MSFT, DRIV-OLDWednesday, December 7th 2011","A German court rules Microsoft (NASDAQ:MSFT) infringed Motorola Mobility's (MMI, GOOG) patents..."
6,0,,"MSFTMonday, September 15th 2008","Microsoft (NASDAQ:MSFT) is reportedly in talks to buy Yammer, a top provider of private..."
7,0,,"MSFTFriday, April 27th 2012",Amazon (AMZN +1.8%) is adding to Friday's post-earnings gains in spite of and Barnes...
8,0,,"NOK, MSFTMonday, March 12th 2012","With an extension of Microsoft's (NASDAQ:MSFT) search deal with Yahoo (YHOO) under the belt,..."
9,0,,"AMZNWednesday, June 24th 2020","As Microsoft (NASDAQ:MSFT) sees the ex-CEO of acquired startup Powerset leave the company, Matt..."
10,0,,"AABA, MSFTWednesday, July 2nd 2008",Microsoft (NASDAQ:MSFT) will soon submit an iPad version of Office to the App Store for...
11,0,,"MSFTWednesday, February 29th 2012",Microsoft's (NASDAQ:MSFT) approach to developing Windows 8 has been the polar opposite of...
12,0,,"MSFTMonday, April 15th 2013","Microsoft (MSFT -11%) is plunging following its FQ4 miss, and is taking other PC-related names..."
13,0,,"MSFTWednesday, July 3rd 2013","Microsoft (NASDAQ:MSFT) rolls out a ""technical preview"" for the next-gen version of Office,..."
14,0,,"MSFTFriday, January 6th 2012","Microsoft (NASDAQ:MSFT) is playing hardball with Samsung (OTC:SSNLF), demanding the firm pay $15..."
15,0,,"VIAVWednesday, February 20th 2013","Microsoft's (NASDAQ:MSFT) Online Services division posted a $2.56B operating loss in FY11,..."
16,0,,"MSFT, NOKTuesday, November 29th 2011","In what might represent an acceptance of industry realities, The Daily reports ..."
17,0,,"MSFTMonday, October 3rd 2011","According to a page on the Zune.net site, Microsoft (NASDAQ:MSFT) has finally given up on its..."
18,0,,"MSFT, DELL-OLDTuesday, February 5th 2013",Goldman's Heather Bellini is slashing her estimates for Microsoft (NASDAQ:MSFT) after her checks...
19,0,,"NOKMonday, January 7th 2013","According to a source close to Microsoft's (NASDAQ:MSFT) MSN division, Yahoo (YHOO) is in play..."
20,0,,"MSFTWednesday, November 7th 2012","NBCUniversal, Google sign Peacock distribution deal"
21,0,,"MSFT, VMW, CTXSTuesday, July 26th 2011","Not only is Microsoft (NASDAQ:MSFT) about to start selling Windows 8, it's also launching new..."
22,0,,"MSFTTuesday, July 12th 2011","Microsoft (NASDAQ:MSFT) expects to see Windows Phone models in the $100 range available in 2012,..."
23,0,,"MSFTWednesday, November 7th 2012","Microsoft (NASDAQ:MSFT) is now a 'stodgy behemoth' lacking focus, whose stock will languish..."
24,0,,"MSFT, NOK, TWednesday, September 12th 2012",The consensus among Microsoft Surface RT (NASDAQ:MSFT) reviews: build quality and battery life...
25,0,,"MSFTWednesday, May 11th 2011","""Oracle wants to be the Salesforce, Heroku, and Google, Microsoft, Amazon and HP of the cloud,""..."
26,0,,,
27,0,,,
28,0,,"SPYMonday, July 13th 2020","Microsoft (NASDAQ:MSFT) has big plans for its recently-announced Xbox Music service, Bloomberg..."
29,0,,,
30,0,,"BKS, MSFTMonday, April 30th 2012",The price to Microsoft (NASDAQ:MSFT) to get Nokia (NYSE:NOK) to make Windows phones?
31,0,,"MSFTWednesday, March 28th 2012",Microsoft's (NASDAQ:MSFT) reported new Windows OS for tablet PCs already has plenty of enemies...
32,0,,,
33,0,,,
34,0,,"MSFT, QCOM, S, NOKWednesday, February 29th 2012","Google (NASDAQ:GOOG) strikes again at the Microsoft (NASDAQ:MSFT) desktop stronghold, this time..."
35,0,,,
36,0,,"MSFT, SPY, XLK, QQQ, SUSL, GOOG, AAPL, AMZN...Monday, August 3rd 2020",Google (NASDAQ:GOOG) (along with partners including Unisys (NYSE:UIS)) beats ...
37,0,,,
38,0,,"NOK, MSFTWednesday, November 16th 2011","Cowen&rsquo;s Gregg Moskowitz reiterates his Outperform rating on Microsoft (NASDAQ:MSFT),..."
39,0,,,
40,0,,"MSFTWednesday, January 11th 2012","According to a BI source, Microsoft (NASDAQ:MSFT) investors hoping for Steve Ballmer to quickly..."
41,0,,"MSFTThursday, December 15th 2011","Salesforce.com (NYSE:CRM) files a patent-infringement suit against Microsoft (NASDAQ:MSFT),..."
42,0,,"GOOG, MSFTWednesday, November 30th 2011",A report originating from Korea says Samsung (OTC:SSNLF) will unveil its new (MSFT...
43,0,,"GOOG, MSFTWednesday, November 30th 2011",A report originating from Korea says Samsung (OTC:SSNLF) will unveil its new (MSFT...
44,0,,"MSFT, GOOG, AAPLWednesday, April 28th 2010",Microsoft (NASDAQ:MSFT) and Twitter renew a real-time search deal to integrate tweets in Bing's...
45,0,,,
46,0,,"BKSMonday, December 31st 2012",Samsung's (OTC:SSNLF) deal to pay royalties on its Android devices to (MSFT -0.4%) is...
47,0,,"MSFTThursday, January 10th 2013",Goldmans' Heather Bellini expects Microsoft (NASDAQ:MSFT) to distribute all and maybe more of...
48,0,,,
49,0,,"MSFTThursday, May 26th 2011",Microsoft (MSFT +0.2%) is today unveiling an online version of Office as it attempts to answer...
50,0,,"MSFTTuesday, July 19th 2011","Microsoft (NASDAQ:MSFT) Q4 earnings are due out later, when it's expected to report net profit..."
51,0,,"MSFT, AAPL, GOOG, NOKFriday, July 1st 2011",Positive reviews have been coming in for the latest update to Microsoft's (NASDAQ:MSFT) Windows...
52,0,,"GOOG, MSFTMonday, October 1st 2012",All Things Digital&nbsp;says Microsoft (NASDAQ:MSFT) likely will unveil Windows Mobile 7 next...
53,0,,"MSFTTuesday, March 29th 2011","Market recap: Stocks meandered to close with modest gains in light volume, with big..."
0,0,,"MSFTThursday, October 1st 2020",Datadog price target lifted on Microsoft partnership tailwind
1,0,,"MSFTWednesday, March 30th 2011","Ahead of at least $500M in bond sales, Microsoft (NASDAQ:MSFT) gets its Aaa rating confirmed by..."
2,0,,"MSFT, AABAFriday, November 7th 2008","Microsoft (NASDAQ:MSFT) looks like the big winner in its Nokia (NYSE:NOK) partnership, WSJ's Ben..."
3,0,,"HTZFriday, June 12th 2020",Microsoft (NASDAQ:MSFT) CEO Steve Ballmer says in an employee e-mail that chief software...
4,0,,"MSFTTuesday, October 19th 2010",Silicon Alley Insider wonders whether Microsoft's (NASDAQ:MSFT) intense lobbying has anything to...
5,0,,"GOOG, MSFTWednesday, February 25th 2009","Microsoft (NASDAQ:MSFT) sold $4.75B in debt today, smashing the lowest borrowing rate on record..."
6,0,,"GMEFriday, June 7th 2013","A strategic partnership, perhaps, but don't hold your breath waiting for Microsoft (NASDAQ:MSFT)..."
7,0,,"ZNGA, MSFTMonday, July 1st 2013","Shares of GameStop (GME -6%) trade lower after the Microsoft Xbox One is unveiled (I, II, III)...."
8,0,,"BANDThursday, March 26th 2020",A three-year investigation of a Chinese Microsoft (NASDAQ:MSFT) factory uncovers subhuman...
9,0,,"MSFTThursday, July 22nd 2010",spending the better part of a year sidestepping Microsoft...
10,0,,"MSFT, GOOGMonday, March 29th 2010",Microsoft (NASDAQ:MSFT) and Nokia (NYSE:NOK) unveil the first result of their software...
11,0,,"MSFT, AABAWednesday, September 10th 2008",Microsoft (NASDAQ:MSFT) heads for the lifeboats on Intel's (NASDAQ:INTC) Itanium chip -...
12,0,,"ERIC, MSFTMonday, April 8th 2013",Microsoft (MSFT -0.9%) ticks lower following a downgrade to Hold from Argus; like plenty of...
13,0,,"MSFT, HPQWednesday, January 13th 2010",Sources say Apple (NASDAQ:AAPL) is indeed in talks with Microsoft (NASDAQ:MSFT) to replace...
14,0,,"AMZN, MSFT, QQQ, IWF, JSAIY, CNC, BMY, CIMonday, July 20th 2020",~1.5M Surface tablets have been sold since Microsoft (NASDAQ:MSFT) launched its tablet line in...
15,0,,"MSFT, CHTMonday, October 19th 2009","After a delay in October to ""nail down"" a few aspects, Yahoo (YHOO) and (NASDAQ:MSFT)..."
16,0,,"MSFTFriday, January 25th 2013","Microsoft (MSFT -1.3%) unveils a revamped suite of business apps called Dynamics AX 6. As usual,..."
17,0,,"Wednesday, July 29th 2009",Henry Blodget explains just how Yahoo (YHOO) gets shafted in the Microsoft (NASDAQ:MSFT) search...
18,0,,"NWS, MSFT, GOOGWednesday, November 25th 2009","Following Google's (NASDAQ:GOOG) recent entrance into the software market, ..."
19,0,,"MSFTWednesday, August 19th 2009","Apple (NASDAQ:AAPL), Cisco (NASDAQ:CSCO), Microsoft (NASDAQ:MSFT) and Intel (NASDAQ:INTC)..."
20,0,,"MSFT, AABA, GOOGMonday, October 19th 2009",Steve Ballmer discusses Microsoft's (NASDAQ:MSFT) new search engine - Bing. AllThingsD has the...
21,0,,"MSFTWednesday, May 27th 2009",Bing. That's the new name for Microsoft's (NASDAQ:MSFT) search engine. But the product needs...
22,0,,"MSFT, AABA, GOOGTuesday, July 14th 2009","Google's (NASDAQ:GOOG) search function is free, as is Microsoft's (NASDAQ:MSFT) new online..."
23,0,,"MSFT, AAPLThursday, June 25th 2009","Thirteen music companies sue Yahoo (YHOO), Microsoft (NASDAQ:MSFT) and Real Networks..."
24,0,,"ARMH, MSFT, INTCFriday, July 23rd 2010",An antitrust suit with a twist: Russia is launching a probe against Microsoft (NASDAQ:MSFT) over...
25,0,,"MSFT, SAPTuesday, May 12th 2009","""June 2009 will be an important month for Zune lovers,"" Microsoft (NASDAQ:MSFT)..."
26,0,,"MSFTMonday, June 25th 2012",Microsoft (MSFT -0.4%) invests $300M with Barnes &amp; Noble (NYSE:BKS). The Nook and College...
27,0,,"MSFT, GOOGFriday, March 20th 2009","Okay, so Microsoft (MSFT -0.8%) sold 8M Kinects - that doesn't mean the underperforming stock is..."
28,0,,"MSFTThursday, January 22nd 2009",Breakingviews: Microsoft (NASDAQ:MSFT) and Google (NASDAQ:GOOG) are essentially one-trick ponies...
29,0,,"Thursday, April 16th 2009","Stepping up its response to competition from Apple (NASDAQ:AAPL) and others, ..."
30,0,,"Friday, April 20th 2012",Blockbuster (BBI) plans to team with Microsoft (NASDAQ:MSFT) to develop a mobile video service....
31,0,,"MSFTThursday, February 16th 2012",Big tech has a big problem in D.C.
32,0,,"YNDXThursday, April 5th 2012","Jim Cramer gives some love to Microsoft (MSFT +1.1%), noting on last night's Mad Money that the..."
33,0,,"MSFTMonday, October 27th 2008","Google (NASDAQ:GOOG), Microsoft (NASDAQ:MSFT) and Yahoo (YHOO), together with human rights and..."
34,0,,"MSFT, GOOG, AABAThursday, November 6th 2008","With all the Yahoo (YHOO) / Microsoft (NASDAQ:MSFT) / Time Warner (NYSE:TWX) rumors swirling,..."
35,0,,"GOOG, MSFTTuesday, September 2nd 2008","Key quotes from Internet-related companies: Gannett, Google, Journal Communications, ,..."
36,0,,"MSFTThursday, July 17th 2008",Yahoo's stock (YHOO) is trading up +3.5% in Germany on news of Microsoft's (NASDAQ:MSFT)...
37,0,,"MSFTFriday, July 25th 2008","Now that a Yahoo (YHOO) deal seems all but kaput, what is Microsoft's (NASDAQ:MSFT) next move?"
38,0,,"MSFT, AABAThursday, June 26th 2008","P-E firm Silver Lake has held talks with Microsoft (NASDAQ:MSFT), Canada Pension Plan Investment..."
39,0,,"MSFTSunday, July 13th 2008",Apple (AAPL +0.1%) zooms past Microsoft (MSFT -3.7%) as the world's biggest tech company as...
40,0,,"MSFT, NOKThursday, January 5th 2012","Ever wondered what your friends at Microsoft (NASDAQ:MSFT), Yahoo (YHOO), Google (NASDAQ:GOOG)..."
