,Unnamed: 0,title,Date,comment
125,0,,"GOOGL, V, MA, AAPL, GOOG, LYV, LUMNThursday, August 20th 2020","Google, Microsoft end phone/Xbox patent battle, agree to cooperate"
126,0,,"GOOGL, GOOGThursday, April 3rd 2014",Alphabet weighed taking minority stake in TikTok - Bloomberg
127,0,,"GOOGL, GOOGThursday, April 21st 2016",Morgan Stanley pegs Google's Pixel revenue at $3.8B for 2017
128,0,,"GOOG, CRTO, FUEL, MGNI, MRIN, SZMKFriday, September 18th 2015",Baidu demos Google Glass rival
129,0,,"GOOG, AOL, CNVR, YUMEWednesday, September 18th 2013","Apple hires former Google AI head; touchless controls, curved screens for iPhones"
130,0,,"VMW, GOOGFriday, January 30th 2015",FAANG reversal and industrial lift may be another signal of renaissance for real economy
131,0,,"GOOGL, GOOGTuesday, December 1st 2015",Google implementing policy to limit ads on pages deemed to comprise false information
132,0,,"GOOGL, AABA, VZ, GOOG, MDP, T, CMCSA, MSFTThursday, April 7th 2016",J&J and Google team up in robotic surgery
133,0,,"GOOGThursday, January 29th 2015","Google forms new structure, names Pichai CEO of core business; shares rise (updated)"
134,0,,"GOOGFriday, October 31st 2014",Google plans to open 12 data centers as part of its efforts to battle Amazon
135,0,,"AMWLThursday, September 17th 2020",Google's DoubleClick tops ad quality rankings
136,0,,"GOOGThursday, February 11th 2016",Google
137,0,,"GOOG, EBAYFriday, September 12th 2014",Apple's Spotlight search dumps Google in favor of Bing
138,0,,"GOOGThursday, April 28th 2016",Google to unveil Android powered TV set
139,0,,"GOOGL, AAPL, GOOG, AMZN, DBXWednesday, March 16th 2016",Google launches platform for interacting with smart devices
140,0,,"LVLTFriday, January 15th 2016",Report: Google in talks to buy Pandora rival Songza
141,0,,"GOOGFriday, February 21st 2014",Blucora partly renews Google deal for three years
142,0,,"GOOG, NVDA, NUAN, GRMNMonday, January 6th 2014",Google
143,0,,"MAXRTuesday, April 8th 2014",eBay spikes over speculation on Google stake
144,0,,"GOOGL, AAPL, GOOGMonday, June 8th 2020",Reports: Google selling Motorola phone unit to Lenovo
145,0,,"IRBTTuesday, February 11th 2014",Google acquires popular mobile sharing app Bump
146,0,,"PETSThursday, August 24th 2017","Report: Facebook, Google dominate social logins"
147,0,,"GOOGThursday, October 17th 2013",Are all-time low rates the key to keeping megacap momentum going?
148,0,,"LMPXThursday, September 17th 2020",DOJ's Apple probe focusing on App Store payment rules - Bloomberg
149,0,,"IAC, GOOG, MTCHMonday, October 26th 2015","Viacom settles with Google, tips further collaboration"
150,0,,"GOOG, YNDXWednesday, February 26th 2014",Google unveils fully functional self-driving car prototype
151,0,,"GOOGThursday, April 23rd 2015",G Suite has 6M paying businesses
152,0,,"GOOGFriday, May 22nd 2015",Google's sales chief leaving for SoftBank; ad prices stabilizing
153,0,,"TUBE, GOOGFriday, January 30th 2015","WSJ: Google testing Buy button, mulling Amazon Prime-like program"
154,0,,"Friday, July 17th 2015",BlackBerry +4.3%; BES12 gets Google's seal of approval
155,0,,"XSPAThursday, May 14th 2015",Google's mobile search ad share slips; new video ad services launched
156,0,,"GOOGTuesday, October 14th 2014","Unity to raise $1.3B in IPO, prices 25M shares above range at $52"
157,0,,"YNDXThursday, April 2nd 2015",Reports: Google to make ad product chief YouTube CEO
158,0,,"XSPAThursday, February 13th 2014","News publishers jump into Apple fray, criticizing App Store terms"
159,0,,"GOOGL, GOOG, FBWednesday, July 1st 2020",Google begins selling Glass to music subs; Himax rallies
160,0,,"GOOGSaturday, October 12th 2013","Google's pop-up store opens in New York, deal with Best Buy Canada for in-store shops announced, Pixel available"
161,0,,"AAPLFriday, December 5th 2014",Google (NASDAQ:GOOG) unveils a major overhaul to Google Maps and Earth (live blog)....
162,0,,"GOOG, AABAThursday, April 17th 2014","Amazon gains, eBay falls on ChannelAdvisor numbers; Google data mixed"
163,0,,"GOOG, EBAY, AMZNWednesday, September 25th 2013",Tech war escalates as Washington unveils 'Clean Network' program
164,0,,"GOOG, RAMP, YELPSaturday, April 12th 2014","Reports: Google close to ~$1B Skybox deal, Tango tablet on tap"
165,0,,"GOOG, FB, TWTR, P, MMThursday, March 20th 2014",Microsoft and Google to sue to release information on NSA surveillance involvement
166,0,,"GOOGThursday, April 3rd 2014","Google shows off Android L, Wear, and Auto at I/O"
167,0,,"AAPL, GOOGFriday, October 4th 2013",Google targets brand advertisers with major display ad pricing change
168,0,,"GOOGThursday, January 30th 2014",J.P. Morgan shores up top picks in online ad rebound
169,0,,"PERI, AVG, GOOGWednesday, October 30th 2013",Google reportedly went after Snapchat too; Loeb discloses stake
170,0,,"GOOGThursday, August 29th 2013","Google Glass display output ramping, Microsoft clone might arrive"
171,0,,"AMZN, GOOGTuesday, October 6th 2015",Angie's List now 12% above IAC's offer price; HomeAdvisor partners with
172,0,,"GOOGThursday, October 17th 2013",Google/Alphabet adds Chicago and L.A. to list of potential Fiber cities
173,0,,"GOOGL, ZM, GOOGTuesday, April 14th 2020",Microsoft reportedly testing Google Glass rival; Instagram coming to WP
174,0,,"GOOGFriday, August 2nd 2013","WebMD gains; RBC calls company ""future Google of health care"""
175,0,,"GOOGL, FB, GOOG, TWTR, SNAPThursday, May 28th 2020",Twitch cementing dominance with new record quarter - report
176,0,,"GOOGSaturday, June 22nd 2013",Alphabet upgraded on recovery positioning
177,0,,"GOOGTuesday, April 9th 2013","Fitbit outperforms after CNBC column highlights Google data, provides favorable Citron quote"
178,0,,"GOOGL, GOOG, VDMCYWednesday, May 13th 2020",Alphabet target cut on weaker ad environment
179,0,,"GOOG, FBFriday, December 14th 2012",More on Google: The WSJ reports the FTC's investigation into Google's (NASDAQ:GOOG) search...
180,0,,"GOOGWednesday, August 8th 2012","Google algorithm change dings eBay traffic, could force it to buy more ads"
181,0,,"GOOGL, GOOGTuesday, March 3rd 2020","Engineer at heart of Uber, Waymo spat pleads guilty"
182,0,,"GOOGThursday, February 12th 2009",More Google (NASDAQ:GOOG) news: 1) Google is harshly criticizing a proposed German law that...
183,0,,"GOOGWednesday, April 11th 2012","Google+'s (NASDAQ:GOOG) low user engagement rates may not bother much, suggests Matt..."
184,0,,"GOOGL, SNAP, TWTR, FBTuesday, April 21st 2020","Google roundup: EU investigation, floating barges, self-driving cars, Nexus 5"
185,0,,"GOOGL, FB, AAPL, AMZN, GOOG, NFLXThursday, May 21st 2020","Google (NASDAQ:GOOG) has officially unveiled Google Drive (previous), and initial reviews are..."
186,0,,"GOOGMonday, May 13th 2013","Alphabet's Chronicle is imploding, losing execs - report"
187,0,,"BCORTuesday, December 31st 2013",Quick take on Google/Motorola: Expect Google to start shopping Motorola's phone and set-top box...
188,0,,"EBAY, GOOGFriday, May 27th 2011","Apple back above $600B in market cap, Exxon hangs on vs. Google for no. 2"
189,0,,"GOOGL, AMZN, GOOG, AAPLThursday, February 13th 2020","Google launches anti-aging firm, takes YouTube offline, preps Nexus 5"
190,0,,"GOOGL, GOOG, AMZN, ATVI, EA, TTWO, FBWednesday, May 20th 2020",Alphabet raised on positive cloud checks
191,0,,"GOOGLMonday, January 7th 2019",GoodRx Holdings readies $100M IPO
192,0,,"GOOGL, GOOGTuesday, January 14th 2020",Here's where Yahoo and Google differ. Yahoo is disappointed Google won't go to court. ...
193,0,,"GOOGL, GOOGFriday, January 3rd 2020",Samsung slump sees Huawei become world's biggest smartphone vendor
0,0,,"GOOGL, GOOGThursday, October 1st 2020",Google pauses News Showcase launch in Australia over royalties spat
1,0,,"GOOGL, GOOGFriday, December 20th 2019",YouTube limits on children's videos starting soon
2,0,,"GOOGWednesday, April 18th 2012","Some post-earnings Google (GOOG +2.9%) news: 1) Google has bought Sparrow, developer of popular..."
3,0,,"GOOGL, AMZN, AAPL, MSFT, FB, XLF, XLC, XLB...Monday, July 13th 2020","According to WSJ's sources, the Google phone is the real deal. As soon as next year, will..."
4,0,,"GOOGThursday, January 21st 2010","Google (NASDAQ:GOOG) announces Google Buzz, social-networking add-ins to its Gmail product -..."
5,0,,"GOOGL, GOOG, FB, HPQ, EBAY, BMYFriday, May 15th 2020",House's tech antitrust hearing reset for Wednesday
6,0,,"GOOGL, GOOGTuesday, December 3rd 2019",Loop raises Alphabet target on returning growth
7,0,,"GOOGL, GOOG, GMThursday, February 27th 2020","Google (NASDAQ:GOOG) comes up with a way to access Google Docs from the desktop. ""The new..."
8,0,,"GOOGMonday, February 9th 2009","Yahoo (YHOO) continues to outshine Google (NASDAQ:GOOG) in Japanese search, even as ..."
9,0,,"GOOGL, GOOGThursday, August 15th 2019",Alphabet probing executives over relationships
10,0,,"GOOG, AAPLThursday, July 3rd 2008",Report: Google met with NFL about Sunday Ticket deal
11,0,,"GOOGThursday, April 7th 2011","Higher online media targets from BofA, as trends look up"
12,0,,"GOOGL, GOOG, FB, AMZNFriday, November 1st 2019","France, U.S. declare digital tax truce"
13,0,,"UBERWednesday, November 16th 2016",Cloud stalwarts are winners in long-term work-from-home - Wedbush
14,0,,"GOOGL, SSNNF, SSNLF, AMZN, GOOGTuesday, January 7th 2020",Loon preps first commercial test
15,0,,"Thursday, January 8th 2009",Alphabet gets new Street-high on ad strength
16,0,,"Monday, September 29th 2008",YouTube weighs major changes to children's content approach - WSJ
17,0,,"GOOGL, GOOGThursday, September 5th 2019",U.S. tech probes to complete next year - AG
18,0,,"GOOGL, GOOGTuesday, August 27th 2019",U.K. set to introduce digital services tax
19,0,,"GOOGL, GOOG, FB, TWTRWednesday, September 11th 2019",Huawei easing Android dependence
20,0,,"GOOGL, GOOG, FBMonday, December 9th 2019","Loon, Telefónica bringing internet to remote Amazon"
21,0,,"GOOG, NVDAFriday, June 28th 2013","In what's arguably a shot across Google's (NASDAQ:GOOG) bow, Samsung (OTC:SSNLF) is partnering..."
22,0,,"GOOGTuesday, March 19th 2013",House releases answers from Big Tech queries
23,0,,"MA, NXPI, XIThursday, June 18th 2020","Google (NASDAQ:GOOG) ""buying Waze is all defense but great defense wins championships,"" tweets..."
24,0,,"CTXS, MSFTFriday, July 31st 2020",Big techs lift stocks; Apple soars 10% to new record
25,0,,"NTNXFriday, July 17th 2020","Android (NASDAQ:GOOG) chief Andy Rubin is switching to a different, unnamed role at ...."
26,0,,"GOOG, MSFTFriday, December 7th 2012","To no one's surprise, the Google Maps iPhone app now sits atop the App Store free download..."
27,0,,"GOOGTuesday, September 11th 2012",Speculation over Google (NASDAQ:GOOG) making a bid for Waze doesn't ring true to TechCrunch with...
28,0,,"GOOGSaturday, August 11th 2012","Mobile is ""clearly"" having an impact on Google's (NASDAQ:GOOG) ad prices, but it's not the only..."
29,0,,,
30,0,,"GOOGL, SPOT, AAPL, AMZN, GOOG, SIRIWednesday, February 26th 2020",The FTC's probe of Google (NASDAQ:GOOG) is expected to end this year without any antitrust...
31,0,,"GOOGMonday, November 12th 2012","Google (NASDAQ:GOOG) launches Keep, a Web/mobile note-taking service that's aimed squarely at..."
32,0,,"GOOGWednesday, March 27th 2013",New tariff could pinch French retailers
33,0,,"GOOGThursday, March 14th 2013",The EU is giving Google (NASDAQ:GOOG) 4 months to amend its privacy policy or face disciplinary...
34,0,,"GOOG, AAPLTuesday, September 8th 2009","After surging for much of 2011, Google Chrome's (NASDAQ:GOOG) PC browser share has edged lower..."
35,0,,"GOOG, GRPNSaturday, February 23rd 2013",Though Eric Schmidt didn't sound enthusiastic about Google's relationship with Apple earlier...
36,0,,"GOOGTuesday, March 5th 2013","After meeting with Samsung (OTC:SSNLF) execs, Google's (NASDAQ:GOOG) Eric Schmidt provided a..."
37,0,,"GOOGL, GOOGWednesday, November 7th 2018",Google (NASDAQ:GOOG) and the EU have reportedly agreed to the outline for a settlement of the...
38,0,,"GOOG, MSFTWednesday, December 26th 2012",Google (NASDAQ:GOOG) chairman Eric Schmidt has sent the EU a letter offering concessions in...
39,0,,"VWAGYMonday, January 7th 2013",Is Google (NASDAQ:GOOG) looking to expand its last-mile fiber network beyond a Kansas City...
40,0,,,
41,0,,"GOOGTuesday, January 22nd 2013",Big court rulings out of Europe (updated)
42,0,,"GOOG, FB, EAThursday, June 14th 2012",Uber doubling Black leadership by 2025
43,0,,"GOOGFriday, October 5th 2012",Buyers of Google's (NASDAQ:GOOG) Chromecast will no longer receive three months of free Netflix...
44,0,,,
45,0,,"GOOGThursday, October 18th 2012","The tech sector may be selling off in sympathy with Apple and Facebook, but (GOOG +1.5%)..."
46,0,,"GOOG, NVDAThursday, September 27th 2012","Google (NASDAQ:GOOG) plans to roll out a branded tablet later this year to be priced at $150,..."
47,0,,,
48,0,,"GOOGMonday, July 30th 2012",U.S. to impose tariff on French goods in tax tussle - Bloomberg
49,0,,,
50,0,,"GOOGWednesday, October 8th 2008",Google (NASDAQ:GOOG) has sent out invitations for a July 26 Kansas City event that will likely...
51,0,,"GOOGSunday, June 24th 2012",South Korea's Fair Trade Commission is accusing Google (NASDAQ:GOOG) of interfering with a...
52,0,,"GM, F, FCAU, TM, HMC, NSANY, TSLA, VWAGY...Saturday, July 14th 2012",Clearance in China removes the last hurdle for Google's (NASDAQ:GOOG) $12B bid for Motorola...
53,0,,"GM, F, FCAU, TM, HMC, NSANY, TSLA, VWAGY...Saturday, July 14th 2012",Clearance in China removes the last hurdle for Google's (NASDAQ:GOOG) $12B bid for Motorola...
54,0,,"GOOGFriday, April 27th 2012",In a sign the FTC is looking to take its broad-reaching antitrust investigation of ...
55,0,,"GOOG, MSFTThursday, December 1st 2011",Russian planning much bigger fines for tech firms - report
56,0,,,
57,0,,,
58,0,,"GOOG, AAPLThursday, May 24th 2012","Though many are already eulogizing Google+ (NASDAQ:GOOG), Nick Bilton thinks they're missing the..."
59,0,,"GOOG, WMTMonday, April 16th 2012",Google's (NASDAQ:GOOG) anticipated cloud storage service will come with 5GB of free space and...
60,0,,,
61,0,,,
62,0,,"GOOG, AAPLSunday, February 19th 2012",Google's (GOOG -3.3%) pending Motorola Mobility (NYSE:MMI) acquisition could distract senior...
63,0,,"GOOGThursday, September 15th 2011","Google (NASDAQ:GOOG) is looking to sell Motorola Mobility's (NYSE:MMI) set-top box business,..."
64,0,,"GOOG, FBTuesday, February 28th 2012","While the EU receives complaints about Google+, FTC chairman Jon Leibowitz is blasting recent..."
65,0,,,
66,0,,"GOOGSunday, August 28th 2011",More evidence emerges that a large chunk of Google+'s (NASDAQ:GOOG) early adopters are losing...
67,0,,"GOOGL, GOOG, CMCSA, AMZNTuesday, May 21st 2019",Google (NASDAQ:GOOG) is doubling the size of its office space near Seattle and ramping up the...
68,0,,"GOOGTuesday, December 20th 2011",Wells Fargo sees huge upside for resale market
69,0,,"GOOGTuesday, February 19th 2013",Daimler (DDAIY.PK) announces a strategic partnership with Google that will allow the car maker...
70,0,,"Saturday, February 2nd 2013","Android is now seeing over 700K devices activated per day, claims Google (NASDAQ:GOOG) mobile..."
71,0,,"GOOGThursday, December 8th 2011","Google (NASDAQ:GOOG) says it is compliant with India's tax rules, in response to a local report..."
72,0,,"GOOG, AMZNMonday, July 15th 2013","Citigroup upgrades Google (GOOG +2.8%) to Buy, noting the company is trading below market..."
73,0,,"GOOGFriday, November 11th 2011",Benchmark is reiterating a Buy and $700 PT on Google (NASDAQ:GOOG) heading into Thursday's Q3...
74,0,,"GOOGFriday, November 4th 2011",Bernstein's Carlos Kirjner is launching coverage of Google (NASDAQ:GOOG) and Amazon...
